Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_ult_chr110_ep1_q1_s10,synopsis,,ある時、王都から離れた辺境の村がジークフリートに滅ぼされた、という知らせが白竜騎士団の元へ届く。さらに、[플레이어]一行と行動を共にしていたはずのジークフリートは「しばらく艇を離れる」という手紙を残し、姿を消していた。ことのあらましを調査すべく、一行はランスロットとヴェインに連れられ、その件の村へと調査に向かう。
Japanese,scene_ult_chr110_ep1_q1_s10,detail,,<span class='scene-font-katari'>紅蓮の炎に包まれ</span><br><span class='scene-font-katari'>激しく燃え盛る村。</span>
Japanese,scene_ult_chr110_ep1_q1_s10,detail,ジークフリート,…………
Japanese,scene_ult_chr110_ep1_q1_s10,detail,村の男,ぐえっ……
Japanese,scene_ult_chr110_ep1_q1_s10,detail,ジークフリート,…………
Japanese,scene_ult_chr110_ep1_q1_s10,detail,村の女,うぎゃ……
Japanese,scene_ult_chr110_ep1_q1_s10,detail,,<span class='scene-font-katari'>轟々と爆ぜる炎。</span><br><span class='scene-font-katari'>ジークフリートの横顔が</span><br><span class='scene-font-katari'>不意に照らし出される。</span>
Japanese,scene_ult_chr110_ep1_q1_s10,detail,ジークフリート,…………
Japanese,scene_ult_chr110_ep1_q1_s10,detail,,<span class='scene-font-katari'>悪魔のような禍々しい鎧に返り血を浴び、</span><br><span class='scene-font-katari'>茫然と立ち尽くすジークフリート。</span>
Japanese,scene_ult_chr110_ep1_q1_s10,detail,怯える村人,<span class='scene-font-kokoro'>（ひいっ……あ、あれは……）</span>
Japanese,scene_ult_chr110_ep1_q1_s10,detail,,<span class='scene-font-katari'>森の中へ消える剣士を、</span><br><span class='scene-font-katari'>物陰から目撃する村人。</span>
Japanese,scene_ult_chr110_ep1_q1_s10,detail,,<span class='scene-font-katari'>ある時、王都から離れた辺境の村が</span><br><span class='scene-font-katari'>ジークフリートに滅ぼされたという</span><br><span class='scene-font-katari'>知らせが白竜騎士団の元に届いた。</span>
Japanese,scene_ult_chr110_ep1_q1_s10,detail,,<span class='scene-font-katari'>ランスロットとヴェインは、</span><br><span class='scene-font-katari'>その惨状を訴えに訪れた</span><br><span class='scene-font-katari'>村人の話に耳を傾ける。</span>
Japanese,scene_ult_chr110_ep1_q1_s10,detail,怯える村人,……俺は……村人達を殺戮して、<br>その場から逃げる人影を見たんだ……
Japanese,scene_ult_chr110_ep1_q1_s10,detail,怯える村人,……あの禍々しい鎧に、巨大な剣、<br>あれはジークフリートで間違いない！
Japanese,scene_ult_chr110_ep1_q1_s10,detail,,<span class='scene-font-katari'>村人の発言に、微かな動揺が</span><br><span class='scene-font-katari'>白竜騎士団の団員達を襲う。</span>
Japanese,scene_ult_chr110_ep1_q1_s10,detail,ランスロット,あの……<br>あなたを疑っている<br>訳では無いのですが……
Japanese,scene_ult_chr110_ep1_q1_s10,detail,ランスロット,何かの見間違いという<br>可能性はありませんか？
