Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_evt211228_cp4_q1_s10,synopsis,,六竜との力の差は歴然であり、深い傷を負い倒れる[플레이어]。ビィが[플레이어]を助けるために自ら「力」を差し出そうとした時、髪を蒼く変化させた[플레이어]がもう一度立ち上がる。傷は深く[플레이어]は再び倒れてしまうものの、戦いにシエテが割って入り、[플레이어]とシエテの力を感じ取ったル・オーは矛を収めるのだった。
Japanese,scene_evt211228_cp4_q1_s10,detail,,<span class='scene-font-katari'>身の内に蓄えた「力」を</span><br><span class='scene-font-katari'>奪われてしまえば、ビィは今のビィでは</span><br><span class='scene-font-katari'>いられないかもしれない──</span>
Japanese,scene_evt211228_cp4_q1_s10,detail,,<span class='scene-font-katari'>明かされた可能性を前に、</span><br><span class='scene-font-katari'>[플레이어]はル・オーを退けるため</span><br><span class='scene-font-katari'>試練として刃を交える。</span>
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,目覚めたばかりの私と戯れ、<br>それが六竜の実力とでも<br>思ったのかね？
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,その程度の力で、<br>「特異点」とはな！
Japanese,scene_evt211228_cp4_q1_s10,detail,ルリア,[플레이어]──！！
Japanese,scene_evt211228_cp4_q1_s10,detail,,<span class='scene-font-katari'>降り注ぐ雷に翻弄され、</span><br><span class='scene-font-katari'>[플레이어]はル・オーへ</span><br><span class='scene-font-katari'>近づくこともままならない。</span>
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,……奮起するかと思ったのだが。<br>いや、奮起して示す力の<br>天井がそこか、特異点。
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,所詮はヒトの子。<br>因果の収束を得ようとも、<br>理の中の駒に過ぎない。
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,赤の仔竜を差し出せば<br>命まで取ろうとは思わないが……
Japanese,scene_evt211228_cp4_q1_s10,detail,ビィ,[플레이어]っ！<br>も、もうやめようぜ！？
Japanese,scene_evt211228_cp4_q1_s10,detail,ビィ,力が欲しいってんならくれてやりゃ<br>いいんだ！ オマエがそんな<br>ボロボロになることねぇよ！
Japanese,scene_evt211228_cp4_q1_s10,detail,ビィ,そりゃ……死ぬかもしれなくて、<br>そうじゃなくても今のオイラじゃ<br>いられなくなるかもしれねぇ……
Japanese,scene_evt211228_cp4_q1_s10,detail,ビィ,そりゃ……怖ぇけど、<br>でも……！
Japanese,scene_evt211228_cp4_q1_s10,detail,,<span class='scene-font-katari'>縋りつき、説得しようとするビィを</span><br><span class='scene-font-katari'>[플레이어]は背中に庇うようにして</span><br><span class='scene-font-katari'>再度武器を構える。</span>
Japanese,scene_evt211228_cp4_q1_s10,detail,ビィ,[플레이어]……！
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,まだ試練を続けるつもりかね？<br>特異点。
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,君がこれまで死線を潜り抜けることが<br>出来たのは、確率の低い可能性を<br>手繰り寄せる性質故。
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,だが……その性質を以てしても<br>理たる私の光から<br>逃れることは出来ない。
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,赤の仔竜の慈悲を<br>受け入れておけば良かったものを。<br>むざむざ命を投げ捨てるか……
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,…………
Japanese,scene_evt211228_cp4_q1_s10,detail,,<span class='scene-font-katari'>甲板に身を投げ出し</span><br><span class='scene-font-katari'>動かなくなった[플레이어]に</span><br><span class='scene-font-katari'>ビィは悲痛な声を上げる。</span>
Japanese,scene_evt211228_cp4_q1_s10,detail,ビィ,[플레이어]……！
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,来給え、赤の仔竜。
Japanese,scene_evt211228_cp4_q1_s10,detail,ビィ,う、うぅ……！
Japanese,scene_evt211228_cp4_q1_s10,detail,,<span class='scene-font-katari'>深い傷を負い倒れた[플레이어]を</span><br><span class='scene-font-katari'>助けるため、ビィは</span><br><span class='scene-font-katari'>ル・オーの元へ向かおうとする。</span>
Japanese,scene_evt211228_cp4_q1_s10,detail,,<span class='scene-font-katari'>だが、それを阻もうとする</span><br><span class='scene-font-katari'>手があった。</span>
Japanese,scene_evt211228_cp4_q1_s10,sel1_txt,,<span class='scene-font-katari'>行っちゃダメ……</span>
Japanese,scene_evt211228_cp4_q1_s10,detail,ビィ,えっ……
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,…………
Japanese,scene_evt211228_cp4_q1_s10,detail,,<span class='scene-font-katari'>傷を庇いながらも、</span><br><span class='scene-font-katari'>[플레이어]は必死の思いで</span><br><span class='scene-font-katari'>もう一度立ち上がる。</span>
Japanese,scene_evt211228_cp4_q1_s10,detail,ル・オー,その姿……
