Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_evt191228_cp5_q1_s10,synopsis,,一行が町に戻ると煩悩が充満し、町の住人達が煩悩にとり憑かれて騒ぎが起きていた。ジョヤと飛び去った男は上空におり、欲望に任せて煩悩が作る高熱の弾を四方八方に撃っていた。騒ぎの中で、男は[플레이어]達にジョヤの照準を合わせる。高熱の弾が撃たれたその時、見ているだけなのは嫌だとジョイが飛び出し、その身で高熱の弾を受け止める。
Japanese,scene_evt191228_cp5_q1_s10,detail,町の住人４,さっきから俺ばっかり<br>瓦礫を運んでるぼん！<br>少しはあんたも運べぼん！
Japanese,scene_evt191228_cp5_q1_s10,detail,町の住人３,煩いぼん！<br>あんたこそもっとちゃきちゃき<br>運んだらどうなのよぼん！
Japanese,scene_evt191228_cp5_q1_s10,detail,비이,こいつは大変だ！<br>町の人達が皆ぼんぼん言って<br>ケンカしてるぞ！
Japanese,scene_evt191228_cp5_q1_s10,detail,ジョイ,ボンノー、イッパイ。<br>タイヘン、タイヘン！
Japanese,scene_evt191228_cp5_q1_s10,detail,,<span class='scene-font-katari'>急いでアジトから戻ると、</span><br><span class='scene-font-katari'>町には強い煩悩が充満しており、</span><br><span class='scene-font-katari'>人々は混乱に陥っていた。</span>
Japanese,scene_evt191228_cp5_q1_s10,detail,,<span class='scene-font-katari'>騒ぎの元凶となっている男は</span><br><span class='scene-font-katari'>町の上空を飛んでおり、</span><br><span class='scene-font-katari'>地上まで下卑た笑い声が聞こえてくる。</span>
Japanese,scene_evt191228_cp5_q1_s10,detail,強欲のライゾウ,イーッヒッヒッヒッヒィ！！<br>最高やぼん！ 予想以上やぼん！
Japanese,scene_evt191228_cp5_q1_s10,detail,ジョヤ,<span class='scene-font-4'>ゴォォーン……</span><br><span class='scene-font-4'>ゴォォーーン……</span>
Japanese,scene_evt191228_cp5_q1_s10,detail,,<span class='scene-font-katari'>ジョヤに乗った男は煩悩に任せて</span><br><span class='scene-font-katari'>町のあちらこちらに</span><br><span class='scene-font-katari'>禍々しく光る弾を撃ち込む。</span>
Japanese,scene_evt191228_cp5_q1_s10,detail,,<span class='scene-font-katari'>高濃度の煩悩によって生み出された</span><br><span class='scene-font-katari'>高熱の弾は建物を木っ端微塵にし、</span><br><span class='scene-font-katari'>石畳を削り、山すらも吹き飛ばした。</span>
Japanese,scene_evt191228_cp5_q1_s10,detail,ユイシス,なんて威力なの。<br>葬儀場に打ち込まれたものとは<br>桁違いだわ。
Japanese,scene_evt191228_cp5_q1_s10,detail,비이,格好はふざけてやがんのに、<br>武器を作る技術はとんでもねぇぜ。
Japanese,scene_evt191228_cp5_q1_s10,detail,ビカラ,あれが撃たれる度に煩悩も<br>辺りに散っているみたい。
Japanese,scene_evt191228_cp5_q1_s10,detail,ビカラ,あの人を止めないと、<br>何度みんなから煩悩を払っても<br>やり直しになってしまうよ！
Japanese,scene_evt191228_cp5_q1_s10,detail,루리아,でも、あんな高い所まで<br>どうやって行けば……
Japanese,scene_evt191228_cp5_q1_s10,detail,強欲のライゾウ,イーッヒッヒッヒッヒィ！！<br>もっとじゃ！<br>景気よくぶちかましてくでぼん！
Japanese,scene_evt191228_cp5_q1_s10,detail,強欲のライゾウ,おらぁ！ おらぁ！ おらぁ！！<br>ぼんっ！！
Japanese,scene_evt191228_cp5_q1_s10,detail,手下１,うわぁ！？<br>な、なんやぁ？
Japanese,scene_evt191228_cp5_q1_s10,detail,手下２,アジトが崩れるぞ！<br>全員外に出ぇ！ 早よぅ！
Japanese,scene_evt191228_cp5_q1_s10,detail,強欲のライゾウ,<span class='scene-font-4'>ぼぉぉぉーーんんん！！？</span><br>ワイの大事なアジトが<br>崩れていくやないけ、ぼん！？
Japanese,scene_evt191228_cp5_q1_s10,detail,強欲のライゾウ,誰じゃ！？ 誰がワイのアジトを<br>壊したんじゃい、ぼん！？
Japanese,scene_evt191228_cp5_q1_s10,detail,비이,お前がやったんだろ！
