Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_fate_chr028_ep1,synopsis,,魔物に襲われる村で<span>[플레이어]</span>一行は、村人を守る甲冑の青年ガウェインと出会う。彼の甲冑には人助けをしなければ解けない呪いがかけられており、その呪いを解くため彼は一行と旅を共にすることを決める。
Japanese,scene_fate_chr028_ep1,detail,,<span class='scene-font-katari'>休息のため、村に立ち寄った一行。</span><br><span class='scene-font-katari'>しかし、そこには魔物の大群が</span><br><span class='scene-font-katari'>押し寄せていた。</span>
Japanese,scene_fate_chr028_ep1,detail,,<span class='scene-font-katari'>逃げ惑う村人を庇うように</span><br><span class='scene-font-katari'>たったひとり、魔物に立ち向かうのは、</span><br><span class='scene-font-katari'>甲冑に身を包む若い騎士。</span>
Japanese,scene_fate_chr028_ep1,detail,,<span class='scene-font-katari'>[플레이어]達は</span><br><span class='scene-font-katari'>急ぎ、援護に走った――</span>
Japanese,scene_fate_chr028_ep1,detail,カタリナ,ふぅ……<br>なんとか、魔物を退けたか。
Japanese,scene_fate_chr028_ep1,detail,村人,……ああ、旅の方！<br>助けて下さり、ありがとうございます！<br>何とお礼をいったらよいか……
Japanese,scene_fate_chr028_ep1,detail,カタリナ,無事でなによりです。<br>それより、さっきの騎士は……
Japanese,scene_fate_chr028_ep1,detail,甲冑の騎士,…………
Japanese,scene_fate_chr028_ep1,detail,ビィ,おい、兄ちゃん！<br>怪我はなかったか？<br>オマエ、なかなか強いなぁ！
Japanese,scene_fate_chr028_ep1,detail,甲冑の騎士,……も……
Japanese,scene_fate_chr028_ep1,detail,ビィ,……？
Japanese,scene_fate_chr028_ep1,detail,甲冑の騎士,……よくも！<br>余計なことをしてくれたな！
Japanese,scene_fate_chr028_ep1,detail,ビィ,んなっ！？
Japanese,scene_fate_chr028_ep1,detail,甲冑の騎士,貴様らさえ、いなければ……<br>俺ひとりで魔物を退けられた。<br>もっと感謝されていた！ なのに……！
Japanese,scene_fate_chr028_ep1,detail,ビィ,な、何言ってんだよ？
Japanese,scene_fate_chr028_ep1,detail,カタリナ,感謝される……？<br>そんな理由で人助けとは<br>……呆れた奴だな。
Japanese,scene_fate_chr028_ep1,detail,甲冑の騎士,黙れ！<br>貴様らに何が分かる……<br>……うぐッ……！
