Language,SceneCode,Type,Name,Origin,Korean
Japanese,scene_fate_chr045_ep1,synopsis,,強力な封印が施された廃墟へと足を踏み入れた一行は、ふとしたはずみで怪しげな封印を解いてしまう。長きにわたる封印から解き放たれ、姿を現したのは、あどけない姿の少女カリオストロだった。錬金術の開祖と語り継がれるカリオストロは、ルリアの存在に興味を示し、騎空団に入れるよう<span>[ジータ]</span>に取引を持ちかける。
Japanese,scene_fate_chr045_ep1,detail,,<span class='scene-font-katari'>とある廃墟に</span><br><span class='scene-font-katari'>強大な封印が施されているという噂を</span><br><span class='scene-font-katari'>聞きつけた[ジータ]一行。</span>
Japanese,scene_fate_chr045_ep1,detail,,<span class='scene-font-katari'>その封印が</span><br><span class='scene-font-katari'>星晶獣を封じたものである可能性に賭け</span><br><span class='scene-font-katari'>一行は廃墟を訪れていた。</span>
Japanese,scene_fate_chr045_ep1,detail,ルリア,うーん……<br>なんだか変わった力は感じるんだけど、<br>星晶獣とは違うような……
Japanese,scene_fate_chr045_ep1,detail,ビィ,うへぇ……<br>無駄足だったってことか……<br>そんならさっさと引き上げよーぜ。
Japanese,scene_fate_chr045_ep1,detail,カタリナ,まぁ、待つんだビィくん。<br>もう少し辺りを<br>探索してみようじゃないか。
Japanese,scene_fate_chr045_ep1,detail,カタリナ,封印されているくらいだ。<br>そう簡単には見つからないように<br>なっているのかもしれない。
Japanese,scene_fate_chr045_ep1,detail,ルリア,ですねっ！<br>頑張りましょう！ [ジータ]！<br>根気よく探せばきっと……
Japanese,scene_fate_chr045_ep1,detail,ルリア,あ、あれ……？<br>いま私なにか……
Japanese,scene_fate_chr045_ep1,detail,ルリア,ひぃっ！？<br>な、なんなんですかこれ！？
Japanese,scene_fate_chr045_ep1,detail,ビィ,や、やべぇぞ、こりゃあ……<br>例の封印とやらが、<br>解けちまったのかもしれねぇ！
Japanese,scene_fate_chr045_ep1,detail,カタリナ,ルリア！ ビィくん！ [ジータ]！<br>ともかくこっちへ……！
Japanese,scene_fate_chr045_ep1,detail,？？？,けほっ……けほっ……
Japanese,scene_fate_chr045_ep1,detail,？？？,やっと封印が解けたか……<br>あの若造共も、<br>少しはやるようになったじゃねぇか……
Japanese,scene_fate_chr045_ep1,detail,カタリナ,き、君は……？
Japanese,scene_fate_chr045_ep1,detail,？？？,あっ☆<br>ねぇねぇ、貴方達が<br>この封印を解いてくれたの？
Japanese,scene_fate_chr045_ep1,detail,ルリア,え、えと……<br>はい、おそらく……
Japanese,scene_fate_chr045_ep1,detail,？？？,ありがとー☆<br>悪いおじさん達に閉じ込められて、<br>ずーっと困ってたんだぁ☆
